29,Cumque ab quia.,"Eaque id unde nam exercitationem. Nostrum illo voluptatibus. Quae sint unde cum molestiae voluptatem.
Libero earum accusamus ut non perferendis.
Commodi cumque quasi necessitatibus.",Inne,57,2778,2023-01-03,2024-05-26,1,26
30,Ipsam ad non provident.,"Accusantium reiciendis neque sit ullam. Eius id asperiores odit.
Dignissimos vero quam.
Inventore nihil earum rem recusandae quas cumque. Harum saepe maiores temporibus aperiam.",Semestralny,47,8298,2024-02-09,2024-06-07,0,12
31,Velit illo in voluptas.,"Adipisci eius officia. Ab illum laudantium nemo.
Sit quas et quos nihil magnam soluta. Inventore aut cumque totam modi officiis explicabo.",Zajęcia dodatkowe,22,1031,2022-06-01,2024-10-09,1,6
32,Ex dolore consequuntur.,"Voluptas minima amet illum cum. Dolore ipsum corporis at.
Adipisci excepturi corrupti cupiditate itaque iste ratione. Aut quia ut voluptates. Similique atque explicabo nemo iusto id ut provident.",Inne,49,5307,2023-11-07,2024-03-12,0,10
33,Velit quam debitis nostrum.,Labore error ullam debitis eveniet voluptatem unde excepturi. Velit exercitationem quis harum. Quam dolores ad.,Semestralny,60,11172,2023-01-21,2023-05-21,0,10
34,Provident nam consectetur.,Quis tempora iusto blanditiis aliquam architecto. Sunt totam ipsa blanditiis ipsam possimus tempora.,Inne,27,3247,2022-08-26,2024-09-08,0,5
35,Amet sequi adipisci culpa.,Eos id reiciendis vel dolorum corrupti quidem minima. Aspernatur voluptate corrupti nihil minus cum quae soluta.,Inne,6,849,2021-12-05,2022-03-19,0,5
36,Magnam velit dicta quis.,Cumque aut exercitationem sequi voluptate laudantium. Nihil eum earum aliquam sit ea enim. Ea deserunt repellendus quis nulla hic.,Inne,34,3589,2022-02-23,2023-08-21,1,11
37,Ut velit vero.,Doloribus ducimus omnis reiciendis praesentium. Reprehenderit quod aliquid laudantium fugit laudantium veniam.,Semestralny,17,280,2023-05-22,2024-10-26,1,8
38,Cum tempore nemo eos at.,Quo occaecati reprehenderit. Numquam dolorem saepe. Tempora quos sunt voluptate esse aut libero minima. Laudantium officiis quia illum reprehenderit nobis beatae delectus.,Roczny,44,4221,2023-10-25,2024-04-29,1,14
39,Officiis excepturi dicta qui.,Rem reiciendis fugiat facilis. Aperiam fuga asperiores voluptatibus eos natus aliquid voluptatibus.,Diagnostyczny,53,9065,2022-10-29,2024-08-11,1,30
40,Sint optio aperiam sapiente.,Hic cumque error amet esse blanditiis culpa corrupti. Quidem neque quaerat dolorum a rerum blanditiis fuga.,Zajęcia dodatkowe,49,4239,2022-12-08,2024-07-25,0,19
41,Illum laudantium fugit.,"Ipsum numquam nemo quisquam dignissimos laboriosam atque. Dolores sunt magnam earum. Porro eum explicabo accusantium.
Voluptas iste veniam. Aut fuga minus sint.",Roczny,55,1282,2022-12-27,2024-03-08,0,26
42,Odio dicta magnam.,Ex similique quasi praesentium iusto soluta. Dolor expedita fugiat.,Diagnostyczny,35,510,2023-07-27,2023-08-21,1,17
43,Quas excepturi ad eum.,"Iusto alias aspernatur voluptatem eius. Cumque corporis atque porro iusto deserunt corporis.
Ex voluptate cumque vel reiciendis beatae. Eligendi quibusdam qui dolorem assumenda tenetur.",Diagnostyczny,9,1343,2024-07-22,2024-10-17,1,8
44,Sequi ab harum.,"Voluptatibus voluptatibus amet ut atque. Dolorem ab debitis magnam temporibus.
Repellat expedita nostrum architecto debitis aliquam. Corporis nemo natus voluptatem nisi cupiditate provident.",Semestralny,25,645,2022-07-19,2024-02-09,1,6
45,Quidem tempore id suscipit.,Amet culpa esse sunt odit quisquam accusantium. Eos reprehenderit modi sed sed aspernatur.,Inne,42,5401,2024-10-18,2024-10-19,1,10
46,Suscipit nam cumque eaque ex.,Ad sint nihil odit qui inventore. Perferendis eveniet culpa error quidem consequuntur. Aut doloremque qui id beatae cum.,Zajęcia dodatkowe,16,169,2022-03-23,2022-04-24,0,11
47,Vel quod ducimus.,Sunt commodi aperiam quia ab quae possimus expedita. Ducimus corporis harum maxime id deserunt sit quaerat.,Semestralny,52,5673,2023-09-05,2024-06-17,0,11
48,Quae quasi nobis.,"Qui soluta cum vel rem debitis fuga error. Quidem cum aliquam beatae. Culpa delectus unde maiores.
Tenetur minus nobis ab voluptas. At impedit dignissimos minima occaecati.",Diagnostyczny,43,2156,2022-04-18,2024-09-13,1,22
49,Iusto et non ducimus.,Pariatur a pariatur quo soluta. Quam iste sunt veritatis corporis. Perspiciatis voluptate consectetur consectetur sit dignissimos.,Diagnostyczny,50,6991,2024-01-07,2024-09-29,1,27
50,Id odio illo.,Voluptatum ipsam aperiam quia placeat veniam ut. Vel voluptates vitae delectus. Possimus aspernatur neque.,Zajęcia dodatkowe,55,8531,2022-10-07,2023-07-06,1,7
51,Sequi id neque sit veniam.,Laboriosam aperiam quaerat velit explicabo ipsa. Aut ab placeat modi sapiente. Quo sapiente quisquam quibusdam amet maiores laudantium. Similique quasi dignissimos nulla.,Diagnostyczny,52,2838,2023-03-31,2024-01-08,1,10
52,Dolore officia ab.,Fugit eos provident repellat expedita nobis quo. Aliquam sed temporibus sint. Maxime atque cumque delectus.,Semestralny,25,3112,2022-07-13,2024-03-15,1,19
53,Iste ratione nam nobis.,"Accusantium quaerat a sed odit amet. Harum laborum itaque asperiores. Quidem numquam suscipit quos quia sit maxime.
Labore nihil praesentium fuga. Error impedit error in itaque.",Roczny,9,41,2023-10-17,2024-09-30,0,14
54,Ex occaecati quam beatae.,"At cupiditate quia dicta. Nesciunt dicta voluptatum facilis error.
Minus perspiciatis nostrum quae eos. Dolores necessitatibus nisi at. Deserunt quibusdam excepturi.",Roczny,59,1689,2022-04-19,2022-10-19,0,12
55,Minima inventore amet est.,Autem perspiciatis harum dolorem consequatur. Harum inventore reprehenderit illo quae illum. Eos et ipsam voluptates.,Inne,32,6285,2022-11-07,2023-10-01,1,7
56,Explicabo facilis voluptatum.,Ratione et laudantium ipsum perspiciatis iure. Qui consequatur nemo deserunt quaerat.,Semestralny,4,33,2023-03-06,2023-08-05,1,12
57,Modi fugiat nostrum voluptas.,Eius expedita velit tenetur aut quis laudantium. Voluptatem sapiente dicta et optio esse debitis dolores. Ad expedita reiciendis porro autem corrupti quaerat.,Roczny,40,407,2023-08-25,2024-03-06,0,10
58,Maxime occaecati vitae.,"Velit esse voluptate cumque sed enim beatae. Quidem quasi voluptatem modi tenetur ex.
Maiores aliquam quis odio unde repellendus numquam. Nisi quaerat molestias doloremque. Soluta quam rem deleniti.",Zajęcia dodatkowe,49,6570,2022-11-02,2024-09-10,1,19
59,Officia consequuntur magnam.,"Dolor aliquam eveniet. Architecto doloribus deleniti cumque iusto quis. Molestias iure mollitia totam voluptate.
Fuga facere sed accusantium. Inventore asperiores autem impedit excepturi nihil rerum.",Semestralny,60,10285,2024-10-08,2024-10-24,1,22
60,Animi sed similique nihil.,"Cum debitis esse nam ipsa esse eos. Porro incidunt velit optio debitis ex.
Reprehenderit unde quisquam. Consectetur nihil animi tempore iusto distinctio error. Fuga quod et nobis.",Diagnostyczny,31,3332,2024-05-06,2024-07-02,1,13
61,Iste dicta quis eveniet eius.,Aliquid ex qui molestias. Similique asperiores voluptas ab. Aut aliquam ea corporis blanditiis.,Diagnostyczny,33,3265,2022-08-07,2022-12-12,1,17
62,Aliquid necessitatibus neque.,Doloribus omnis deserunt pariatur unde. Quos animi nam sed. Minus error ullam voluptatibus sed perferendis nisi.,Zajęcia dodatkowe,9,763,2022-03-15,2023-08-03,0,24
63,Veniam cum quos dicta.,Optio officiis neque architecto vel. Eos cumque soluta quos dolore. Eaque exercitationem nihil doloribus distinctio culpa.,Diagnostyczny,17,19,2023-03-21,2023-10-14,0,15
64,Nihil iusto cum magni vitae.,Animi voluptate at. Incidunt sequi incidunt nobis.,Semestralny,57,1216,2024-03-18,2024-06-19,0,6
65,Fugiat unde sed dolores.,Laborum similique excepturi sit qui nam sed nulla. Quo impedit optio voluptatibus unde. Eos error assumenda sint.,Semestralny,24,1097,2024-06-01,2024-07-07,0,15
66,Magnam iste incidunt.,Pariatur itaque possimus numquam praesentium accusantium. Animi eius unde cupiditate culpa voluptatem eligendi. Perspiciatis tenetur libero vero ea deserunt esse.,Diagnostyczny,11,1208,2023-03-04,2024-02-15,1,18
67,Nemo laboriosam excepturi.,Impedit optio in delectus explicabo. Deleniti aliquid consectetur aspernatur.,Roczny,60,6375,2023-04-25,2024-03-07,1,20
68,Atque illum iusto.,"Consequatur tempore animi debitis. Ratione atque ducimus nesciunt dolorem.
Voluptas veniam nesciunt. Illum inventore sunt culpa incidunt repellendus.",Semestralny,59,885,2023-08-12,2023-11-09,0,8
69,Vero maxime odit iure.,Facilis a rem nesciunt. Molestias officia reiciendis maiores facilis repellat. Sunt qui recusandae libero vitae ullam reprehenderit.,Roczny,13,265,2023-12-15,2024-05-20,1,6
70,Blanditiis itaque debitis.,Reprehenderit maxime quidem sint sint esse dolorem recusandae. Ullam ducimus qui debitis voluptates nobis. Vel sint sapiente dolorum eaque optio nam.,Diagnostyczny,57,2125,2022-06-19,2022-08-15,0,28
71,Quae perferendis sit a.,Tenetur facere doloribus. Porro corporis adipisci officia molestias non.,Semestralny,36,3699,2023-05-13,2024-08-20,0,21
72,Possimus minus cupiditate.,"Nostrum expedita perferendis odit ipsa eius saepe. Nulla ea alias suscipit quibusdam.
Veniam doloribus ipsa maiores numquam. Sit autem rem nobis officiis.",Roczny,38,6785,2022-05-25,2023-03-15,1,6
73,Optio aliquam consequatur.,Et dolores suscipit iure. Eius a ratione atque ducimus dolor porro. Aliquam dignissimos officiis a. Ut odio pariatur qui ut.,Diagnostyczny,5,592,2024-01-28,2024-02-17,0,16
74,Consectetur modi facere unde.,Soluta ratione nostrum reiciendis dolor quod eaque. Nihil officiis repellendus dignissimos ab impedit. Illo officiis error dicta.,Zajęcia dodatkowe,33,315,2023-09-06,2024-10-28,1,23
75,Aspernatur similique beatae.,"Nesciunt odit quis eligendi. Atque laborum consequatur accusamus odio.
Rerum expedita quod deleniti a. Laboriosam quae qui praesentium consequatur voluptatum.",Roczny,16,864,2022-05-27,2023-11-15,0,21
76,Est molestias molestiae odio.,"Similique unde sunt nisi sapiente asperiores sed.
Placeat optio neque a voluptate.
Explicabo veniam similique tenetur perspiciatis labore ipsa.",Zajęcia dodatkowe,32,1924,2023-04-21,2024-09-13,1,8
77,Sit nemo quia ipsam.,"Odit excepturi quod. Reiciendis placeat aliquid suscipit maxime non. Tempora possimus quas maxime.
Perspiciatis dicta distinctio. Exercitationem saepe voluptatum nam iusto libero deserunt.",Zajęcia dodatkowe,9,1074,2023-03-31,2024-01-01,0,24
78,Velit numquam optio eius.,"Nulla sint deserunt. Maiores quaerat quas veniam quam nisi.
Quia cupiditate occaecati natus. Eum praesentium dolore labore. Placeat atque hic expedita culpa dolorem sit.",Roczny,2,379,2022-10-20,2023-04-21,1,21
79,Iste repellat ut.,"Commodi aspernatur ut. Amet dolorem necessitatibus dicta.
Aspernatur praesentium maiores porro soluta culpa. Id ullam aperiam laboriosam ab repellat.",Zajęcia dodatkowe,36,4877,2022-06-10,2023-07-14,0,10
80,Quas officiis reiciendis.,Odio sed beatae culpa maiores quasi occaecati. Vitae consectetur cum iste esse aperiam culpa architecto.,Zajęcia dodatkowe,43,564,2023-03-07,2023-10-22,1,28
81,Culpa eaque dolor.,Voluptatibus modi vero modi. Deleniti possimus atque recusandae. Necessitatibus accusantium laboriosam error laudantium amet.,Semestralny,2,12,2022-06-10,2023-11-10,0,25
82,Enim nobis unde in quibusdam.,Necessitatibus sequi est enim in autem. Aspernatur occaecati voluptatibus quae accusamus.,Zajęcia dodatkowe,60,11312,2022-06-30,2024-06-15,0,29
83,Facere aperiam nemo veniam.,Officia exercitationem quaerat voluptas perspiciatis. Enim asperiores est impedit saepe adipisci.,Diagnostyczny,55,10291,2024-03-03,2024-06-06,1,21
84,Voluptatibus officia id eos.,"Numquam dolorum perferendis vel sequi eum repellendus. Sapiente id nam culpa. Deserunt nam impedit ea voluptate.
Blanditiis impedit natus adipisci deserunt quo.",Roczny,4,517,2022-11-08,2024-05-16,1,13
85,Eos veniam asperiores alias.,"Aspernatur at odit hic cupiditate enim. Libero earum vitae placeat.
Est occaecati occaecati inventore quaerat vero consectetur. Laborum libero inventore exercitationem at expedita laborum.",Roczny,13,667,2023-11-29,2024-09-22,1,8
86,Fugiat aut veritatis iusto.,"Odio assumenda eos ab. Odio harum deleniti cum earum minima.
Odit odio provident quod aliquam aspernatur asperiores.",Diagnostyczny,29,4597,2023-10-01,2024-04-17,1,9
87,Ex voluptatem sunt velit.,Sapiente nihil ea suscipit debitis. Sunt dolores aliquid rerum iste natus voluptatem numquam.,Inne,31,2240,2024-07-13,2024-09-01,1,23
88,Esse deleniti quasi.,Dolore ratione sunt fuga. Nihil quos cumque quos nihil iste voluptatem.,Roczny,18,1262,2023-12-08,2024-05-25,1,8
89,Illum placeat sit ex.,"Consectetur praesentium at fugiat sequi. Mollitia quasi mollitia libero maiores dicta ea.
Atque quidem asperiores velit voluptatibus ipsam. Dolorum autem odit.",Diagnostyczny,59,812,2022-01-16,2023-06-19,0,19
90,Fuga commodi suscipit.,Aliquid voluptatum aspernatur ut ab sequi tempora. Accusamus nostrum amet modi quisquam consequuntur. Praesentium omnis unde alias.,Diagnostyczny,57,8924,2023-02-09,2023-07-07,1,9
91,Natus aperiam nesciunt totam.,"Vero aliquid nisi quam. Commodi explicabo dolorem corrupti aspernatur. Commodi illo debitis ex labore voluptas.
Quasi voluptatum molestias excepturi hic sint cumque. Saepe unde fugit dolorem.",Roczny,11,913,2023-08-18,2024-10-01,1,30
92,Velit impedit minima.,Optio ex modi ex veritatis recusandae deserunt.,Roczny,2,392,2024-06-17,2024-07-24,0,18
93,Nulla cumque totam quis.,"Soluta et dolorem provident et eos. Quod aspernatur repudiandae optio sequi. Velit ex eos.
Ad culpa cupiditate ea aut. Sunt ad repudiandae officiis animi.",Inne,36,848,2023-10-22,2024-06-14,1,25
94,Nemo maiores laudantium vel.,"Officia voluptatem cum exercitationem fuga. Tempora assumenda nisi illo itaque.
Animi laudantium quasi quidem odit magnam occaecati. Quo odit impedit recusandae consectetur reprehenderit qui omnis.",Zajęcia dodatkowe,20,2637,2021-11-18,2024-09-15,0,12
95,Ut inventore dolores culpa.,"Soluta perspiciatis praesentium facere vel. Praesentium aliquid ut quam cum in.
Quae maiores soluta aperiam sint. Rem repellat nemo quaerat quam praesentium vero.",Zajęcia dodatkowe,56,11177,2022-10-02,2023-10-16,1,9
96,Quod dicta ab sequi.,"Voluptatibus aliquam eligendi optio sint. Sed perferendis fugiat iusto.
Minima excepturi hic nobis aut error. Iste qui tenetur sunt.",Semestralny,3,396,2022-05-28,2022-08-29,0,23
97,Ab ipsa sapiente at.,Officiis odio totam rem officiis esse perferendis exercitationem. Quisquam asperiores saepe quod. Delectus exercitationem amet voluptas accusamus placeat.,Inne,25,4796,2023-03-18,2023-08-05,1,11
98,Ad repellendus id.,"Possimus nisi consequuntur ullam. Odit nam occaecati optio vero debitis non.
Placeat eaque inventore voluptate adipisci modi. Porro animi corrupti est facere. Eaque qui illum cum ipsa.",Semestralny,3,473,2023-12-07,2024-04-05,1,16
99,Iusto occaecati debitis.,Voluptatum dolore soluta. Cupiditate nam ut nihil consequuntur praesentium autem.,Semestralny,24,3455,2022-09-06,2024-07-26,0,28
100,Similique natus tempora eos.,"Repellendus dolor recusandae quis eveniet odit accusamus.
Ab officia molestias vero a. Impedit quod architecto. Impedit repellat expedita esse expedita laboriosam sapiente.",Zajęcia dodatkowe,12,383,2023-11-08,2024-08-09,0,25
